NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;nom_du_musee;ADR;CP;VILLE;SITWEB;latitude;longitude
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Municipal des Cordeliers;9, Rue Régnaud;17400;SAINT-JEAN-D'ANGELY;www.angely.net;45.942596;-0.523419
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;Sept 2006 et en 2007;;Musée Ernest Cognacq;"Hôtel de Clerjotte
13, avenue Victor Bouthillier";17410;SAINT-MARTIN-DE-RE;www.musee-ernest-cognacq.fr;46.2055;-1.365288
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;OUI;Non prévue;;Musée du Présidial;28, Rue Victor Hugo;17100;SAINTES;www.ville-saintes.fr ou www.alienor.org;45.746251;-0.632034
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Archéologique;Esplanade André Malraux;17100;SAINTES;www.alienor.org;49.16182;-0.361097
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée de l'Echevinage;29 ter, Rue Alsace-Lorraine;17100;SAINTES;www.ville-saintes.fr ou www.alienor.org;-20.901199;55.456407
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;;;Musée Dupuy-Mestreau;4 rue Monconseil;17100;SAINTES;www.alienor.org;45.743294;-0.634076
POITOU-CHARENTES;CHARENTE-MARITIME;01/02/2003;NON;07-avr-06;;Musée de l'Ile d'Oléron;9, Place Gambetta;17310;ST-PIERRE D'OLERON;www.oleron-nature-culture.com ou www.alienor.org;45.942781;-1.307498
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée des Tumulus de Bougon;"Lieu dit ""La Chapelle""";79800;BOUGON;www.alienor.org ou www.deux-sevres.com/culture/musee-bougon/index.asp;;
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée Municipal;Place de l'Hôtel de Ville;79300;BRESSUIRE;www.alienor.org;46.841761;-0.493191
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;OUI;Pas d'info;;Musée d'Histoire Naturelle;28, avenue de Limoges;79000;NIORT;;46.321065;-0.454107
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;OUI;;;Musée ethnographique et archéologique du Donjon;Rue Duguesclin;79000;NIORT;www.alienor.org;46.329114;-0.509612
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;30/06/2006;;Musée Bernard d’Agesci;28, avenue de Limoges;79000;NIORT;www.agglo-niort.fr/-Musee-Bernard-d-Agesci;46.321065;-0.454107
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée d'Art et d'Histoire Georges Turpin;1, Rue de la Vau Saint-Jacques;79200;PARTHENAY;www.alienor.org ou www.cc-parthenay.fr/Patrimoine/Musee/presentation/present-2.htm;46.652064;-0.24942
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;OUI;Fermeture définitive;;Musée - Conservatoire du Machinisme et des Pratiques Agricoles;Aire Poitou-Charentes de Vouillé Aiffres;79230;PRAHECQ;http://museeruralies.free.fr;;
POITOU-CHARENTES;DEUX-SEVRES;01/02/2003;NON;;;Musée Henri Barré;"Mairie de Thouars
B.P. 183";79103;THOUARS;www.ville-thouars.fr/vah/;;
POITOU-CHARENTES;VIENNE;01/02/2003;OUI;Indéterminée;;Musée Municipal de l'Hôtel de Sully;14, Rue Sully;86100;CHATELLERAULT;www.alienor.org;46.815984;0.542083
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée de la Moto, de l'Automobile et du Vélo;"La Manu
3, Rue Clément Krebs";86100;CHATELLERAULT;www.alienor.org;46.81393;0.536238
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée des Traditions Populaires et d'Archéologie;"3, Rue St-Pierre
B.P. 64";86300;CHAUVIGNY;www.chauvigny-patrimoine.fr;46.570457;0.648858
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée Municipal de Civray;"Office du tourisme
Place du Général Leclerc";86400;CIVRAY;;;
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée Charbonneau-Lassay;Rue du Martray;86200;LOUDUN;www.alienor.org;47.010038;0.075488
POITOU-CHARENTES;VIENNE;24/01/2006;NON;02-juin-10;;Musée de Préhistoire Raymond Touchard;"La Sabline
21, Route de Montmorillon
 BP 23
B.P. 23";86320;LUSSAC-LES-CHATEAUX;www.lasabline.fr ou www.lussac-les-chateaux.fr;46.40347;0.725699
POITOU-CHARENTES;VIENNE;01/02/2003;OUI;Projet en cours;;Musée Municipal de la Maison-Dieu;6, Rue des Augustins;86500;MONTMORILLON;www.montmorillon.fr;46.421876;0.863517
POITOU-CHARENTES;VIENNE;06/01/2002;OUI;Indéterminée;;Musée de l'hypogée des Dunes;101 Rue du Père-de-la-Croix;86000;POITIERS;www.musees-poitiers.org;46.575749;0.359509
POITOU-CHARENTES;VIENNE;06/01/2002;OUI;Pas d'infos;;Musée Rupert de Chièvres;9, Rue Victor Hugo;86000;POITIERS;www.musees.poitiers.org ou www.alienor.org;46.580602;0.337972
POITOU-CHARENTES;VIENNE;06/01/2002;NON;;;Musée Sainte-Croix;3 bis, Rue Jean Jaurès;86000;POITIERS;www.musees-poitiers.org ou www.alienor.org;46.581133;0.34448
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Collection d'Histoire Naturelle;"1, Place de la Cathédrale
B.P. 80964";86038;POITIERS Cedex;www.maison-des-sciences.org/;46.581791;0.34942
POITOU-CHARENTES;VIENNE;01/02/2003;NON;;;Musée du baptistère Saint-Jean;"Société des Antiquaires de l'Ouest
B.P. 179";86004;POITIERS Cedex;www.musees-poitiers.org ou www.alienor.org;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée de la vallée;"Villa ""La Sapinière""
10, Avenue de la Libération";4400;BARCELONNETTE;site de la ville - www.barcelonnette.com;44.387609;6.655077
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;2003;;Musée Gassendi;64, Bd Gassendi;4000;DIGNE-LES-BAINS;www.musee-gassendi.org;44.092825;6.235477
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;OUI;?;;Musée Municipal;1, Place du Bourguet;4300;FORCALQUIER;www.ville-forcalquier.fr/service-culturel.html;43.959969;5.780363
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée de Salagon;Prieuré de Salagon;4300;MANE;www.musee-de-salagon.com;43.933685;5.760073
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;OUI;Printemps 2014;;Musée de la Faïence;Espace Christiane Vivier;4360;MOUSTIERS-STE-MARIE;http://www.moustiers.eu/?Le-musee#;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée départemental de préhistoire;Route de Montmeyan;4500;QUINSON;www.museeprehistoire.com;43.709921;6.039802
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;OUI;2007 nouveau musée;;Musée Archéologique;Mairie de Riez;4500;RIEZ-LA-ROMAINE;;43.81739;6.093211
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée du vieux Sisteron;"Place de la République
B.P. 100";4200;SISTERON;;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;01/02/2003;NON;;;Musée archéologique;Mairie de Vachères;4110;VACHERES;;43.955752;5.644228
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée d'Histoire et d'Archéologie;"Direction des musées
4, rue des Cordiers";6600;ANTIBES;www.antibes-juanslespins.com/fr/culture/musees;43.582877;7.125853
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;18-juil-08;;Musée Picasso;"Direction des musées
4, rue des Cordiers";6600;ANTIBES;www.antibes-juanlespins.com;43.582877;7.125853
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée d'Histoire Locale;9, Rue Saint-Sébastien;6410;BIOT;http://musee-de-biot.fr/;43.627369;7.098469
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;06/01/2002;NON;juin-08;;Musée Fernand Léger;Chemin Val de Pome;6410;BIOT;www.musee-fernandleger.fr ou http://www.musees-nationaux-alpesmaritimes.fr;43.62084;7.112018
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;25-juil-13;;Musée Renoir;Chemin des Collettes;6800;CAGNES-SUR-MER;www.cagnes-tourisme.com/renoir ou www.chez.com/renoir/cagnes.htm;43.67428;7.154955
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée-Château de Cagnes;"7, Place Grimaldi
Haut de Cagnes";6800;CAGNES-SUR-MER;Site de la ville;43.666892;7.145213
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée de la Castre;Le Suquet;6400;CANNES;Site de la ville;43.551506;7.010014
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée de la Mer;Ile-Sainte-Marguerite;6400;CANNES;Site de la ville;43.5204;7.045113
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Villa-Musée Jean-Honoré Fragonard;23, Boulevard Fragonard;6130;GRASSE;www.museesdegrasse.com;43.65674;6.921089
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;18-oct-08;;Musée International de la Parfumerie;2, Boulevard du Jeu de Ballon;6130;GRASSE;www.museesdegrasse.com;43.658385;6.922
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée d'Art et d'Histoire de Provence;2, Rue Mirabeau;6130;GRASSE;www.museesdegrasse.com;43.657615;6.922508
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;13/12/2006;OUI;25-juin-11;;Musée Bonnard;16 bd Sadi Carnot;6110;LE CANNET;www.museebonnard.fr;43.576273;7.019853
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée des Beaux-Arts;3, Avenue de la Madone;6500;MENTON;Site de la ville;43.766659;7.4884
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;nov-11;;Musée Jean Cocteau Collection Séverin Wunderman;2, Quai de Monléon;6500;MENTON;http://museecocteaumenton.fr;43.775097;7.506512
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée de Préhistoire Régionale;Rue Lorédan Larchey;6500;MENTON;Site de la ville;43.77648;7.503609
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Muséum d'Histoire Naturelle;60  Boulevard Risso;6300;NICE;www.mhnnice.org ou www.nice-coteazur.org;43.701924;7.279572
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée Départemental des Arts Asiatiques;405, Promenade des Anglais - Arénas;6200;NICE;www.arts-asiatiques.com;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;1er juin 2007;;Musée Matisse;164, Avenue des Arènes de Cimiez;6000;NICE;www.musee-matisse-nice.org;43.720041;7.276769
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée d'Art Moderne et d'Art Contemporain;Promenade des Arts;6300;NICE;www.mamac-nice.org;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;06/01/2002;NON;Début 2005;;Musée National Message Biblique Marc Chagall;Avenue du Docteur Menard;6000;NICE;www.musees-nationaux-alpesmaritimes.fr;43.70931;7.268731
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée du Vieux-Logis de Nice;59, Avenue Saint Barthélémy;6000;NICE;Site de la ville de Nice;43.720727;7.255101
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;1er mars 2008;;Musée d'Art et d'Histoire;65, Rue de France;6000;NICE;http://www.nice.fr/mairie_nice_1489.html;43.695672;7.259251
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;06/01/2002;NON;;;Musée des Beaux-Arts Jules Chéret;33, Avenue des Baumettes;6000;NICE;www.musee-beaux-arts-nice.org;43.694886;7.248937
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée d'Art Naïf Anatole Jakovsky;"Château Ste Hélène
Avenue de Fabron";6200;NICE;Site de la ville : www.nice.fr/Culture/Musees-et-expositions/Musee-d-Art-Naif;43.69582;7.215225
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée Archéologique - Site de  Cimiez;"Site de Cimiez
160, Avenue des Arènes";6000;NICE;www.musee-archeologique-nice.org/ ou www.nice-coteazur.org;43.719221;7.275115
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée du Palais Lascaris;15, Rue Droite;6300;NICE;http://www.nice.fr/mairie_nice_131.html;43.697686;7.27733
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée Archéologique - Site de Terra Amata;25, Boulevard Carnot;6364;NICE Cedex 04;www.musee-archeologique-nice.org;43.698046;7.288686
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;19/04/2004;NON;2014;;Musée National du Sport;"Boulevard des jardiniers
Stade Allianz-Riviera
CS 43152";6203;Nice Cedex 3;www.museedusport.fr;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Ecomusée du Pays de la Roudoule;Place des Tilleuls;6260;PUGET-ROSTANG;www.ecomusee-roudoule.fr;43.973912;6.918815
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée Départemental des Merveilles;Avenue du 16 Septembre 1947;6430;TENDE;www.museedesmerveilles.com;44.088882;7.593204
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musée Magnelli, Musée de la Céramique;Place de la Libération;6220;VALLAURIS;www.vallauris-golfe-juan.fr/musee.php;43.579881;7.053064
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;06/01/2002;NON;;;Musée Picasso la guerre et la paix à Vallauris;Place de la Libération;6220;VALLAURIS;www.musees-nationaux-alpesmaritimes.fr ou www.musee-picasso-vallauris.fr;43.579881;7.053064
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;01/02/2003;NON;;;Musées de la Citadelle;Citadelle de Villefranche sur Mer;6230;VILLEFRANCHE-SUR-MER;www.villefranche-sur-mer.org;43.701093;7.311425
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;;;Musée du Parlement de Provence et du Vieil Aix;"Hôtel Estienne-de-Saint-Jean
17, Rue Gaston de Saporta";13100;AIX-EN-PROVENCE;www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix;43.530857;5.447432
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;04-mars-06;;Musée Granet;Place Saint-Jean de Malte;13100;AIX-EN-PROVENCE;www.museegranet-aixenprovence.fr;43.49437;5.411084
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;Inconnue;;Musée Paul Arbaud;2 bis rue du Quatre-Septembre;13100;AIX-EN-PROVENCE;www.academiedaix.org;43.525307;5.450165
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;06/01/2002;NON;;;Muséum d'Histoire Naturelle;6, Rue Espariat;13100;AIX-EN-PROVENCE;www.museum-aix-en-provence.org;43.528026;5.448883
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée du Pavillon de Vendôme;13, Rue de la Molle;13100;AIX-EN-PROVENCE;www.mairie-aixenprovence.fr/Pavillon-Vendome ou www.museum-aix-en-provence.org;43.531176;5.442093
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée- Atelier de Paul Cézanne;9, Avenue Paul Cézanne;13090;AIX-EN-PROVENCE;www.atelier-cezanne.com;43.537816;5.446601
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée des Tapisseries;"Ancien Palais de l'Archevêché
Place des Martyrs-de-la-Résistance";13100;AIX-EN-PROVENCE;;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;2014;;Muséon Arlaten;29, Rue de la République;13200;ARLES;www.museonarlaten.fr;43.676298;4.627512
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;2014;;Musée Camarguais;Mas du Pont de Rousty;13200;ARLES;www.parc-camargue.fr;43.623694;4.529959
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Réattu;10, Rue du Grand Prieuré;13200;ARLES;www.museereattu.arles.fr;43.679186;4.627903
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Départemental de l'Arles Antique;"Presqu'île du Cirque Romain
B.P. 205";13635;ARLES Cédex;www.arles-antiques.cg13.fr;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;21/01/2011;OUI;07-mai-14;;Musée de la Légion Etrangère;"Quartier Vienot - DHPLE
B.P. 21355";13784;AUBAGNE Cedex;http://samle.legion-etrangere.com;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Municipal Méditerranéen de Cassis A.T.P.;Rue Xavier-D'Authier;13260;CASSIS;Site de la ville - www.cassis.fr;43.214464;5.540037
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Alphonse Daudet;Avenue des Moulins;13390;FONTVIEILLE;Site de la ville - www.fontvieille.provence.com;43.728918;4.717172
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;;;Musée Archéologique d'Istres René Beaucaire;4, Place José Coto;13800;ISTRES;www.ouestprovence.fr;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Ciotaden;1, Quai Ganteaume;13600;LA CIOTAT;www.museeciotaden.org;43.173755;5.60973
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Folklorique du Vieux Lambesc;2, rue du Jas;13410;LAMBESC;www.museelambesc.free.fr;43.651927;5.261964
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée d'Histoire et d'Archéologie des Baux-de-Provence;Ilot Post Tenebra Lux;13520;LES BAUX DE PROVENCE;;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Fondation Louis Jou;"Grand-Rue Frédéric Mistral
Le Village";13520;LES-BAUX-DE-PROVENCE;http://fondationlouisjou.pagesperso-orange.fr/LouisJou.html;43.744253;4.79527
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Frédéric Mistral;11, avenue Lamartine;13910;MAILLANE;www.maillane.fr/tourisme/musee.php;43.831079;4.782653
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;2013;;Musée de la Mode;11 , Rue La Canebière;13001;MARSEILLE;Site de la ville - www.mairie-marseille.fr - http://www.espacemodemediterranee.com/;43.295788;5.375807
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;;NON;juin-13;;Musée des Civilisations de l'Europe et de la Méditerranée;7 Promenade Robert Laffont;13002;MARSEILLE;http://www.mucem.org;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;14-juin-13;;Musée Borély;"134, Avenue Clot-Bey
Château Borély";13008;MARSEILLE;www.marseille.fr/siteculture/les-lieux-culturels/musees/musee-borely;43.255924;5.382309
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée des Docks Romains;10, Place Vivaux;13002;MARSEILLE;Site de la ville;43.296541;5.367959
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;12-sept-13;;Musée d'Histoire de Marseille;"Centre Bourse
Square Belsunce";13001;MARSEILLE;www.mairie-marseille.fr;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;Pas d'info;;Cabinet des Monnaies et Médailles de Marseille;"10, Rue Clovis Hugues
Archives Municipales Palais des Beaux-Arts";13001;MARSEILLE;www.marseille.fr/siteculture/jsp/site/Portal.jsp?page_id=52;43.311254;5.384295
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée d'Archéologie Méditerranéenne;"Centre de la Charité
2, rue de la Charité";13002;MARSEILLE;Site de la ville;43.300162;5.367615
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée d'Arts Africains, Océaniens, Amérindiens;"Centre de la Vieille Charité
2, rue de la Charité";13002;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;43.300162;5.367615
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;06/01/2002;OUI;2013;;Musée des Beaux-Arts de Marseille;"Palais Longchamp
Aile gauche";13004;MARSEILLE;www.marseille.fr;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;;;Musée de la Faïence;"Château Pastré 
157, Avenue de Montredon";13008;MARSEILLE;Site de la ville - musée Borély;43.242043;5.36918
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée d'Art Contemporain - Galeries Contemporaines;69, avenue d'Haïfa;13000;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;43.250373;5.389337
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;06/01/2002;NON;;;Muséum d'Histoire Naturelle;Palais Longchamp;13004;MARSEILLE;www.museum-marseille.org;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;;;Musée du Vieux Marseille;2, Rue de la Prison;13002;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;43.296896;5.369449
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Grobet-Labadié;140, Boulevard Longchamp;13001;MARSEILLE;www.marseille.fr;43.303412;5.392866
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;20 février 2013;;Musée Cantini;19, Rue Grignan;13006;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees/cantini.htm;43.292383;5.378137
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Ziem;Boulevard du 14 Juillet;13500;MARTIGUES;www-martigues.fr;43.408557;5.054904
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;21/03/2011;NON;;Musée de la Légion Etrangère d'Aubagne;Musée de l'Uniforme - Musée de la Légion Etrangère;"Domaine ""Capitaine-Danjou
Chemin Pallière";13114;PUYLOUBIER;;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Suffren et du Vieux Saint-Cannat;"Espace Suffren
3 Avenue Pasteur";13760;SAINT-CANNAT;http://www.saint-cannat.fr/institutions-culturelles/espace-suffren.html;43.621529;5.295215
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée Municipal Paul Lafran;Montée des Pénitents;13250;SAINT-CHAMAS;www.paullafran.free.fr (site des Amis du musée);43.548914;5.033602
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;26/03/2007;OUI;juin-14;;Musée Estrine;"Hôtel Estrine
8, rue Estrine";13210;SAINT-REMY-DE-PROVENCE;www.ateliermuseal.net;43.788801;4.832266
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;2006;;Musée des Alpilles;1, Place Favier;13210;SAINT-REMY-DE-PROVENCE;www.musees.mediterannee.org;43.784998;4.831984
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;OUI;Pas d'info;;Musée Baroncelli;Rue Victor-Hugo;13460;SAINTES-MARIES-DE-LA-MER;http://www.saintesmaries.com/fr/accueil/village/le-musee.html;43.451204;4.427786
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;;;Musée de l'Empéri de Salon et de la Crau;Montée du Puech;13300;SALON-DE-PROVENCE;Site de la ville www.salon-de-provence.org - www.visitsalondeprovence.com/fr;43.639268;5.097878
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;01/02/2003;NON;mai-09;;Musée de Salon et de la Crau;"Château de l'Empéri
1, Montée du Puech";13300;SALON-DE-PROVENCE;http://www.visitsalondeprovence.com/fr/quatre_musees.php#guidemusees;43.639268;5.097878
PROVENCE-ALPES-CÔTE D'AZUR;HAUTES-ALPES;01/02/2003;OUI;Indéterminée;;Musée du Vieux Queyras;;5470;AIGUILLES;http://museum.cg05.fr/3939-musee-du-vieux-queyras.htm;44.768646;6.875318
PROVENCE-ALPES-CÔTE D'AZUR;HAUTES-ALPES;01/02/2003;NON;;;Musée Départemental des Hautes-Alpes;6, Avenue Maréchal Foch;5000;GAP;http://museum.cg05.fr ou site du conseil général;44.562517;6.085539
PROVENCE-ALPES-CÔTE D'AZUR;VAR;01/02/2003;OUI;Indéterminée;;Musée des tourneurs;Rue Haute;83630;AIGUINES;;43.775897;6.243615
PROVENCE-ALPES-CÔTE D'AZUR;VAR;01/02/2003;NON;;;Musée des Arts et d’Histoire;103, Rue Carnot;83230;BORMES-LES-MIMOSAS;;43.150789;6.340603
PROVENCE-ALPES-CÔTE D'AZUR;VAR;01/02/2003;OUI;Indéterminée;;Musée du Pays Brignolais;Place du Palais des Comtes de Provence;83170;BRIGNOLES;www.museebrignolais.com;43.407253;6.058464
PROVENCE-ALPES-CÔTE D'AZUR;VAR;01/02/2003;OUI;En cours;;Musée de la Société d’Etudes Scientifiques et Achéologiques;21, allées d'Azémar;83300;DRAGUIGNAN;;43.536558;6.461588
PROVENCE-ALPES-CÔTE D'AZUR;VAR;01/02/2003;NON;;;Musée Municipal de Draguignan;9, Rue de la République;83300;DRAGUIGNAN;Site de la ville - www.ville-draguignan.fr;43.537982;6.464818
PROVENCE-ALPES-CÔTE D'AZUR;VAR;01/02/2003;NON;;;Musée des A.T.P. de Moyenne Provence;"Communauté d'Agglomération Dracenoise
15, Rue Roumanille";83300;DRAGUIGNAN;www.culture-dracenie.com;43.538087;6.466246
